ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Average_Ticket,Total_Dependents,Accepted_Campaigns_Total,Campaign_Total_Contacts,Campaign_Total_Accepted,Value_Segment,Family_Segment,Income_Segment,Spending_Segment,Dependent_Composition,Marital_Status_Grouped,Dominant_Channel,Channel_Segment,Dominant_Category,Web_Purchase_Visit_Ratio,Tenure_Group,Is_Premium,Is_High_Income_Low_Spending,Is_Multichannel,Is_Web_Curious,Is_Discount_Sensitive,Is_Loyal,Is_Early_High_Value,Is_Cold,Strategic_Tags,Primary_Strategic_Segment,PCA_PC1,PCA_PC2
1994,1983,Graduation,Married,51373.0,1,0,2013-11-15,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,31,226,19,3,6.333333333333333,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto bajo,Con niños,En pareja,Tienda,Multicanal,Carnes,0.14285714285714285,Reciente,False,False,True,True,False,False,False,False,Web curioso | Multicanal,Web curioso,1.1716874286818209,0.7868277303967524
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,3,11,0,38,593,61,5,12.2,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto bajo,Sin dependientes,En pareja,Tienda,Multicanal,Mixta,0.25,Leal,False,False,True,True,False,True,False,False,Web curioso | Leal | Multicanal,Web curioso,2.606462683406764,-1.0290862233824605
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,3,11,0,55,226,1102,15,73.46666666666667,0,0,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Carnes,1.5,Reciente,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,-1.7741477872513607,0.5771381381114123
8180,1952,Master,Divorced,59354.0,1,1,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,3,11,0,62,226,310,12,25.833333333333332,2,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-bajo,Niños y adolescentes,Sin pareja reportada,Web,Multicanal,Vinos,1.0,Reciente,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,-0.09489449702869694,0.563969835020477
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,3,11,0,27,627,46,4,11.5,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto bajo,Sin dependientes,En pareja,Tienda,Multicanal,Carnes,0.125,Leal,False,False,True,True,False,True,False,False,Web curioso | Leal | Multicanal,Web curioso,2.5383992792785133,-1.115394161441225
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,1,68,582,1315,25,52.6,0,2,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Vinos,2.3333333333333335,Leal,False,False,True,False,False,True,False,False,Leal | Multicanal,Leal,-2.3903603563571023,-1.034589063616994
9736,1980,Graduation,Married,41850.0,1,1,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,3,11,0,34,552,96,6,16.0,2,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-bajo,Niños y adolescentes,En pareja,Empate,Multicanal,Vinos,0.375,Leal,False,False,True,False,True,True,False,False,Leal | Sensible a descuentos | Multicanal,Leal,1.6242998376175928,-0.966827175672588
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,68,667,317,11,28.818181818181817,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto medio-bajo,Sin dependientes,En pareja,Tienda,Multicanal,Pescado,0.5714285714285714,Leal,False,False,True,False,False,True,False,False,Leal | Multicanal,Leal,0.8200465463222354,-1.2751263885223971
6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,3,11,0,65,458,1782,24,74.25,1,1,2240,334,Alto valor,Con dependientes en pareja,Ingreso alto,Gasto alto,Con adolescentes,En pareja,Web,Multicanal,Vinos,2.2,Estable,True,False,True,False,False,False,False,True,Premium | Inactivo o frío | Multicanal,Premium,-2.2419420751774575,-1.2902780906381959
2278,1985,2n Cycle,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,3,11,0,29,603,133,6,22.166666666666668,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso bajo,Gasto medio-bajo,Con niños,Sin pareja reportada,Tienda,Multicanal,Gold,0.3333333333333333,Leal,False,False,True,False,False,True,False,True,Inactivo o frío | Leal | Multicanal,Inactivo o frío,1.4379227765024172,-1.0613178596268924
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,32,690,316,11,28.727272727272727,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto medio-bajo,Sin dependientes,En pareja,Tienda,Multicanal,Vinos,0.5,Leal,False,False,True,False,False,True,False,False,Leal | Multicanal,Leal,1.6380747286569621,-1.6171149017594708
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,35,539,1730,28,61.785714285714285,1,0,2240,334,Alto valor,Con dependientes en pareja,Ingreso bajo,Gasto alto,Con niños,En pareja,Catálogo,Monocanal,Carnes,0.0,Leal,True,False,False,False,True,True,False,False,Premium | Leal | Sensible a descuentos,Premium,-0.521935784806365,-0.5697773905947002
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,65,553,972,14,69.42857142857143,1,1,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-alto,Con adolescentes,En pareja,Tienda,Multicanal,Vinos,0.25,Leal,False,False,True,True,True,True,False,False,Web curioso | Leal | Sensible a descuentos | Multicanal,Web curioso,-0.20156671351284502,-1.5202662422352347
4047,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,60,169,544,17,32.0,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto medio-alto,Con adolescentes,En pareja,Tienda,Multicanal,Vinos,1.5,Nuevo,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,-0.8930324600105506,1.195586247940767
1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,63,468,444,13,34.15384615384615,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-alto,Con adolescentes,En pareja,Web,Multicanal,Vinos,0.875,Estable,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,0.8278891341775578,-0.8418037269644154
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,45,543,75,6,12.5,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto medio-bajo,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Carnes,0.2857142857142857,Leal,False,False,True,True,False,True,False,True,Web curioso | Inactivo o frío | Leal | Multicanal,Web curioso,1.8941592828415303,-0.8573077548561947
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,38,398,257,10,25.7,2,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-bajo,Niños y adolescentes,En pareja,Web,Multicanal,Vinos,0.7142857142857143,Estable,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,0.8314705115693275,-0.060349201542622896
5255,1986,Graduation,Single,51373.0,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,3,11,0,28,494,637,27,23.59259259259259,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-alto,Con niños,Sin pareja reportada,Web,Monocanal,Gold,27.0,Estable,False,False,False,False,False,False,False,False,Base general,Base general,-0.6625948784978685,0.09998591265216593
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,25,394,131,7,18.714285714285715,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto medio-bajo,Con niños,En pareja,Tienda,Multicanal,Carnes,0.6666666666666666,Estable,False,False,True,False,False,False,False,False,Multicanal,Multicanal,0.6692935016890948,0.5310350857179446
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,49,219,1672,25,66.88,0,1,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Tienda,Multicanal,Carnes,3.0,Reciente,True,False,True,False,False,False,False,True,Premium | Inactivo o frío | Multicanal,Premium,-2.8649233253261053,0.1731412080072277
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,25,38,30,6,5.0,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto bajo,Sin dependientes,Sin pareja reportada,Empate,Multicanal,Carnes,0.6,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,1.9200536014164855,1.9384267631533374
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,51,414,318,10,31.8,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto medio-bajo,Sin dependientes,En pareja,Catálogo,Multicanal,Vinos,0.6666666666666666,Estable,False,False,True,False,False,False,False,False,Multicanal,Multicanal,0.051902958287133386,0.21776491081438284
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,44,627,120,7,17.142857142857142,1,1,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-bajo,Con adolescentes,En pareja,Tienda,Multicanal,Vinos,0.4,Leal,False,False,True,False,False,True,False,False,Leal | Multicanal,Leal,0.831295987754405,-0.7914237046351505
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,62,608,302,11,27.454545454545453,2,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-bajo,Con adolescentes,Sin pareja reportada,Tienda,Multicanal,Mixta,0.6666666666666666,Leal,False,False,True,False,True,True,False,False,Leal | Sensible a descuentos | Multicanal,Leal,0.43285932392860815,-0.8512426346989747
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,68,494,1196,17,70.3529411764706,0,0,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Tienda,Multicanal,Vinos,0.42857142857142855,Estable,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-0.9582687236122366,-1.001324766618195
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,63,304,65,5,13.0,2,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto bajo,Niños y adolescentes,Sin pareja reportada,Tienda,Multicanal,Vinos,0.2857142857142857,Reciente,False,False,True,True,False,False,False,False,Web curioso | Multicanal,Web curioso,0.6635781168566139,0.2348964693281618
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,44,180,913,23,39.69565217391305,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto medio-alto,Con adolescentes,En pareja,Tienda,Multicanal,Vinos,2.5,Nuevo,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,-1.5263778289858445,1.0599551211609928
10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,38,300,81,6,13.5,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto medio-bajo,Con niños,En pareja,Web,Multicanal,Gold,0.42857142857142855,Reciente,False,False,True,False,True,False,False,True,Inactivo o frío | Sensible a descuentos | Multicanal,Inactivo o frío,1.7889507086861698,0.24414804389323588
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,41,138,67,5,13.4,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto bajo,Con adolescentes,Sin pareja reportada,Tienda,Multicanal,Vinos,0.2,Nuevo,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,0.6819623239917543,1.0651595644720102
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,71,513,902,22,41.0,0,1,2240,334,Resto,Sin dependientes,Ingreso medio,Gasto medio-alto,Sin dependientes,Sin pareja reportada,Catálogo,Multicanal,Vinos,1.1666666666666667,Estable,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-0.3756666541115357,-0.9464934401852504
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,34,426,1395,19,73.42105263157895,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto alto,Con adolescentes,En pareja,Web,Multicanal,Carnes,2.0,Estable,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-1.640530823923147,-0.4335874914819453
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,29,474,53,5,10.6,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto bajo,Con niños,En pareja,Tienda,Multicanal,Carnes,0.25,Estable,False,False,True,True,False,False,False,True,Web curioso | Inactivo o frío | Multicanal,Web curioso,2.32235706110149,-0.6896175465932072
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,57,552,22,3,7.333333333333333,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto bajo,Con adolescentes,En pareja,Tienda,Monocanal,Vinos,0.0,Leal,False,False,False,False,False,True,False,False,Leal,Leal,1.2614150762100427,-0.21218425759301046
7281,1959,PhD,Single,51373.0,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,55,236,186,8,23.25,0,0,2240,334,Resto,Sin dependientes,Ingreso medio,Gasto medio-bajo,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Vinos,0.5,Reciente,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,-0.5617558849247846,1.0433852553732959
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,39,270,31,5,6.2,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto bajo,Con niños,En pareja,Tienda,Multicanal,Gold,0.4,Reciente,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,1.8702402382899395,1.0049745179578913
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,38,1,984,15,65.6,0,0,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto medio-alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Carnes,2.0,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-2.1733683138302995,1.710518684349826
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,18,597,122,7,17.428571428571427,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto medio-bajo,Sin dependientes,En pareja,Empate,Multicanal,Gold,0.3333333333333333,Leal,False,False,True,False,True,True,False,False,Leal | Sensible a descuentos | Multicanal,Leal,3.061228658051978,-1.0587833685412404
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,46,401,55,4,13.75,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto bajo,Con niños,En pareja,Empate,Multicanal,Carnes,0.2,Estable,False,False,True,True,False,False,False,True,Web curioso | Inactivo o frío | Multicanal,Web curioso,1.6282317347964614,-0.6077540989750297
7244,1951,Graduation,Single,51373.0,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,63,179,124,7,17.714285714285715,3,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-bajo,Niños y adolescentes,Sin pareja reportada,Tienda,Multicanal,Mixta,0.3333333333333333,Nuevo,False,False,True,False,True,False,False,True,Inactivo o frío | Sensible a descuentos | Multicanal,Inactivo o frío,0.25386857073434677,0.6968324392616527
6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,60,598,1319,19,69.42105263157895,2,0,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto alto,Niños y adolescentes,En pareja,Tienda,Multicanal,Vinos,0.625,Leal,False,False,True,False,True,True,False,False,Leal | Sensible a descuentos | Multicanal,Leal,-0.8288953213960581,-1.8363817671878344
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,57,48,507,16,31.6875,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso alto,Gasto medio-alto,Con adolescentes,Sin pareja reportada,Tienda,Multicanal,Vinos,2.0,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-1.3286340276767181,1.888300485668293
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,50,687,1693,28,60.464285714285715,0,0,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Tienda,Multicanal,Carnes,2.0,Leal,True,False,True,False,False,True,False,False,Premium | Leal | Multicanal,Premium,-2.304601740482262,-1.5762980140426792
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,37,543,72,5,14.4,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso bajo,Gasto medio-bajo,Con niños,Sin pareja reportada,Tienda,Multicanal,Pescado,0.2857142857142857,Leal,False,False,True,True,False,True,False,False,Web curioso | Leal | Multicanal,Web curioso,1.544282168626437,-0.7653416768739973
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,37,22,1617,20,80.85,0,2,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,Sin pareja reportada,Catálogo,Multicanal,Carnes,4.0,Nuevo,True,False,True,False,False,False,False,False,Premium | Multicanal,Premium,-2.81446368921265,1.4026472986205958
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,36,382,606,16,37.875,2,0,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto medio-alto,Niños y adolescentes,En pareja,Tienda,Multicanal,Vinos,1.3333333333333333,Estable,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,-0.807997560285165,0.09644276365171374
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,59,587,1957,26,75.26923076923077,0,1,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Tienda,Multicanal,Vinos,3.0,Leal,True,False,True,False,False,True,False,False,Premium | Leal | Multicanal,Premium,-3.3192172475143553,-1.244863033153624
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,48,453,1093,20,54.65,0,0,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Carnes,1.6666666666666667,Estable,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-1.5341417598935185,-0.3453309400329328
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,26,62,29,5,5.8,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso bajo,Gasto bajo,Con niños,Sin pareja reportada,Tienda,Multicanal,Vinos,0.3333333333333333,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,0.9571337171972494,2.057940347310705
